ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,PREFIX
122,39,8/16/19 23:31,8/17/19 3:31,How Does Cystic Fibrosis Affect Reproductive Health and Fertility?,,publish,closed,closed,,infertility,,,8/16/19 23:31,8/17/19 3:31,,0,https://cystic-fibrosis.com/?page_id=122,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
123,34,7/17/19 17:08,7/17/19 21:08,How Does Cystic Fibrosis Affect Reproductive Health and Fertility?,,inherit,closed,closed,,122-autosave-v1,,,7/17/19 17:08,7/17/19 21:08,,122,https://cystic-fibrosis.com/uncategorized/122-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
124,39,8/16/19 23:29,8/17/19 3:29,Can Cystic Fibrosis Cause Osteoporosis and Osteopenia?,,publish,closed,closed,,osteoporosis,,,8/16/19 23:29,8/17/19 3:29,,0,https://cystic-fibrosis.com/?page_id=124,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
125,35,7/20/19 10:13,,Auto Draft,,auto-draft,closed,closed,,,,,7/20/19 10:13,,,0,https://cystic-fibrosis.com/?page_id=125,0,page,,0,NULL,cf
126,35,7/20/19 10:26,,Auto Draft,,auto-draft,closed,closed,,,,,7/20/19 10:26,,,0,https://cystic-fibrosis.com/?page_id=126,0,page,,0,NULL,cf
127,39,7/20/19 11:13,7/20/19 15:13,How Does Cystic Fibrosis Affect Mental Health and Wellbeing?,,publish,closed,closed,,depression-anxiety,,,8/20/19 19:49,8/20/19 23:49,,0,https://cystic-fibrosis.com/?page_id=127,0,page,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
128,35,8/16/19 23:27,8/17/19 3:27,How Does Cystic Fibrosis Affect Mental Health and Wellbeing?,,inherit,closed,closed,,127-autosave-v1,,,8/16/19 23:27,8/17/19 3:27,,127,https://cystic-fibrosis.com/uncategorized/127-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
129,39,7/20/19 11:23,7/20/19 15:23,Can Cystic Fibrosis Cause Hearing Loss?,,publish,closed,closed,,hearing-loss,,,8/20/19 16:48,8/20/19 20:48,,0,https://cystic-fibrosis.com/?page_id=129,0,page,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
130,35,8/16/19 23:24,8/17/19 3:24,Can Cystic Fibrosis Cause Hearing Loss?,,inherit,closed,closed,,129-autosave-v1,,,8/16/19 23:24,8/17/19 3:24,,129,https://cystic-fibrosis.com/uncategorized/129-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
131,39,8/2/19 18:25,8/2/19 22:25,Common Complications in Women with Cystic Fibrosis,,publish,closed,closed,,complications-women,,,8/20/19 16:38,8/20/19 20:38,,0,https://cystic-fibrosis.com/?page_id=131,0,page,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
132,39,8/2/19 18:28,8/2/19 22:28,Testing and Diagnosis of Cystic Fibrosis,,publish,closed,closed,,testing,,,8/16/19 23:07,8/17/19 3:07,,0,https://cystic-fibrosis.com/?page_id=132,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
133,35,8/16/19 23:06,8/17/19 3:06,Testing and Diagnosis of Cystic Fibrosis,,inherit,closed,closed,,132-autosave-v1,,,8/16/19 23:06,8/17/19 3:06,,132,https://cystic-fibrosis.com/uncategorized/132-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
134,39,8/6/19 12:52,8/6/19 16:52,How is Cystic Fibrosis Diagnosed?,,publish,closed,closed,,diagnosis,,,8/20/19 15:53,8/20/19 19:53,,0,https://cystic-fibrosis.com/?page_id=134,0,page,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
135,35,8/16/19 23:02,8/17/19 3:02,How is Cystic Fibrosis Diagnosed?,,inherit,closed,closed,,134-autosave-v1,,,8/16/19 23:02,8/17/19 3:02,,134,https://cystic-fibrosis.com/uncategorized/134-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
136,39,7/20/19 12:03,7/20/19 16:03,What are Pulmonary Function Tests (PFT)?,,publish,closed,closed,,pulmonary-function-tests,,,8/20/19 15:35,8/20/19 19:35,,0,https://cystic-fibrosis.com/?page_id=136,0,page,,0, showIfLoggedIn=â€œ0â€ù campaign=â€œshortcodeâ€ù source=â€œsiteâ€ù,cf
137,35,8/16/19 22:51,8/17/19 2:51,What are Pulmonary Function Tests (PFT)?,,inherit,closed,closed,,136-autosave-v1,,,8/16/19 22:51,8/17/19 2:51,,136,https://cystic-fibrosis.com/uncategorized/136-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
138,39,8/16/19 22:49,8/17/19 2:49,What Chest Imaging Tests Are Used to Diagnose Cystic Fibrosis?,,publish,closed,closed,,imaging-tests,,,8/19/19 16:30,8/19/19 20:30,,0,https://cystic-fibrosis.com/?page_id=138,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
139,35,8/16/19 22:48,8/17/19 2:48,What Chest Imaging Tests Are Used to Diagnosis Cystic Fibrosis?,,inherit,closed,closed,,138-autosave-v1,,,8/16/19 22:48,8/17/19 2:48,,138,https://cystic-fibrosis.com/uncategorized/138-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
140,39,8/2/19 18:37,8/2/19 22:37,CFTR Modulators for Cystic Fibrosis,,publish,closed,closed,,cftr-modulators,,,8/20/19 16:14,8/20/19 20:14,,107,https://cystic-fibrosis.com/?page_id=140,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
141,35,7/23/19 15:44,,Home,,draft,closed,closed,,,,,7/23/19 15:44,,,0,https://cystic-fibrosis.com/?p=141,1,nav_menu_item,,0,NULL,cf
142,35,7/23/19 15:44,,#33 (no title),,draft,closed,closed,,,,,7/23/19 15:44,,,0,https://cystic-fibrosis.com/?p=142,1,nav_menu_item,,0,NULL,cf
143,35,7/23/19 15:44,,,,draft,closed,closed,,,,,7/23/19 15:44,,,0,https://cystic-fibrosis.com/?p=143,1,nav_menu_item,,0,NULL,cf
144,35,7/23/19 15:44,,,,draft,closed,closed,,,,,7/23/19 15:44,,,0,https://cystic-fibrosis.com/?p=144,1,nav_menu_item,,0,NULL,cf
145,35,7/23/19 15:44,,,,draft,closed,closed,,,,,7/23/19 15:44,,,0,https://cystic-fibrosis.com/?p=145,1,nav_menu_item,,0,NULL,cf
146,35,7/23/19 15:44,,,,draft,closed,closed,,,,,7/23/19 15:44,,,0,https://cystic-fibrosis.com/?p=146,1,nav_menu_item,,0,NULL,cf
147,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=147,1,nav_menu_item,,0,NULL,cf
148,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=148,1,nav_menu_item,,0,NULL,cf
149,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=149,1,nav_menu_item,,0,NULL,cf
150,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=150,1,nav_menu_item,,0,NULL,cf
151,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=151,1,nav_menu_item,,0,NULL,cf
152,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=152,1,nav_menu_item,,0,NULL,cf
153,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=153,1,nav_menu_item,,0,NULL,cf
154,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=154,1,nav_menu_item,,0,NULL,cf
155,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=155,1,nav_menu_item,,0,NULL,cf
156,35,7/23/19 15:45,,,,draft,closed,closed,,,,,7/23/19 15:45,,,0,https://cystic-fibrosis.com/?p=156,1,nav_menu_item,,0,NULL,cf
157,35,7/30/19 9:48,7/30/19 13:48,What is Cystic Fibrosis?,,inherit,closed,closed,,53-autosave-v1,,,7/30/19 9:48,7/30/19 13:48,,53,https://cystic-fibrosis.com/uncategorized/53-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
158,35,7/30/19 9:55,7/30/19 13:55,How Long Do Patients with Cystic Fibrosis Live?,,inherit,closed,closed,,59-autosave-v1,,,7/30/19 9:55,7/30/19 13:55,,59,https://cystic-fibrosis.com/uncategorized/59-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
160,3,8/15/19 16:38,8/15/19 20:38,Basics,,trash,closed,closed,,__trashed,,,8/15/19 16:38,8/15/19 20:38,,0,https://cystic-fibrosis.com/?page_id=160,0,page,,0,NULL,cf
161,3,7/31/19 15:55,,Home,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=161,1,nav_menu_item,,0,NULL,cf
162,3,7/31/19 15:55,,#33 (no title),,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=162,1,nav_menu_item,,0,NULL,cf
163,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=163,1,nav_menu_item,,0,NULL,cf
164,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=164,1,nav_menu_item,,0,NULL,cf
165,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=165,1,nav_menu_item,,0,NULL,cf
166,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=166,1,nav_menu_item,,0,NULL,cf
167,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=167,1,nav_menu_item,,0,NULL,cf
168,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=168,1,nav_menu_item,,0,NULL,cf
169,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=169,1,nav_menu_item,,0,NULL,cf
170,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=170,1,nav_menu_item,,0,NULL,cf
171,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=171,1,nav_menu_item,,0,NULL,cf
172,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=172,1,nav_menu_item,,0,NULL,cf
173,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=173,1,nav_menu_item,,0,NULL,cf
174,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=174,1,nav_menu_item,,0,NULL,cf
175,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=175,1,nav_menu_item,,0,NULL,cf
176,3,7/31/19 15:55,,,,draft,closed,closed,,,,,7/31/19 15:55,,,0,https://cystic-fibrosis.com/?p=176,1,nav_menu_item,,0,NULL,cf
177,3,7/31/19 16:00,,Home,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=177,1,nav_menu_item,,0,NULL,cf
178,3,7/31/19 16:00,,#33 (no title),,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=178,1,nav_menu_item,,0,NULL,cf
179,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=179,1,nav_menu_item,,0,NULL,cf
180,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=180,1,nav_menu_item,,0,NULL,cf
181,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=181,1,nav_menu_item,,0,NULL,cf
182,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=182,1,nav_menu_item,,0,NULL,cf
183,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=183,1,nav_menu_item,,0,NULL,cf
184,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=184,1,nav_menu_item,,0,NULL,cf
185,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=185,1,nav_menu_item,,0,NULL,cf
186,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=186,1,nav_menu_item,,0,NULL,cf
187,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=187,1,nav_menu_item,,0,NULL,cf
188,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=188,1,nav_menu_item,,0,NULL,cf
189,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=189,1,nav_menu_item,,0,NULL,cf
190,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=190,1,nav_menu_item,,0,NULL,cf
191,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=191,1,nav_menu_item,,0,NULL,cf
192,3,7/31/19 16:00,,,,draft,closed,closed,,,,,7/31/19 16:00,,,0,https://cystic-fibrosis.com/?p=192,1,nav_menu_item,,0,NULL,cf
193,39,8/16/19 22:03,8/17/19 2:03,What is Kalydeco (Ivacaftor)?,,publish,closed,closed,,kalydeco,,,8/20/19 16:20,8/20/19 20:20,,107,https://cystic-fibrosis.com/?page_id=193,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
194,39,8/16/19 22:01,8/17/19 2:01,What is Orkambi (Lumacaftor/Ivacaftor)?,,publish,closed,closed,,orkambi,,,8/20/19 16:21,8/20/19 20:21,,107,https://cystic-fibrosis.com/?page_id=194,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
195,39,8/16/19 21:59,8/17/19 1:59,What is Symdeko (Tezacaftor/Ivacaftor)?,,publish,closed,closed,,symdeko,,,8/20/19 16:20,8/20/19 20:20,,107,https://cystic-fibrosis.com/?page_id=195,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
196,39,8/1/19 20:07,8/2/19 0:07,End of Life Care for Patients with Cystic Fibrosis,,publish,closed,closed,,end-of-life-care,,,8/16/19 14:40,8/16/19 18:40,,0,https://cystic-fibrosis.com/?page_id=196,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
197,35,8/16/19 14:40,8/16/19 18:40,End of Life Care for Patients with Cystic Fibrosis,,inherit,closed,closed,,196-autosave-v1,,,8/16/19 14:40,8/16/19 18:40,,196,https://cystic-fibrosis.com/uncategorized/196-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",cf
198,39,8/1/19 20:42,8/2/19 0:42,The Emotional Effects of Living with Cystic Fibrosis,,publish,closed,closed,,emotional-effect,,,8/16/19 14:42,8/16/19 18:42,,0,https://cystic-fibrosis.com/?page_id=198,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
199,35,8/16/19 14:42,8/16/19 18:42,The Emotional Effects of Living with Cystic Fibrosis,,inherit,closed,closed,,198-autosave-v1,,,8/16/19 14:42,8/16/19 18:42,,198,https://cystic-fibrosis.com/uncategorized/198-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
200,39,8/1/19 21:29,8/2/19 1:29,Connecting with Other Cystic Fibrosis Patients and Families,,publish,closed,closed,,peer-support,,,8/16/19 14:46,8/16/19 18:46,,0,https://cystic-fibrosis.com/?page_id=200,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
201,35,8/16/19 14:45,8/16/19 18:45,Connecting with Other Cystic Fibrosis Patients and Families,,inherit,closed,closed,,200-autosave-v1,,,8/16/19 14:45,8/16/19 18:45,,200,https://cystic-fibrosis.com/uncategorized/200-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
202,39,8/2/19 19:05,8/2/19 23:05,Why Adherence to Treatment is Important for Cystic Fibrosis Patients,,publish,closed,closed,,adherence,,,8/16/19 14:53,8/16/19 18:53,,107,https://cystic-fibrosis.com/?page_id=202,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
203,35,8/16/19 14:52,8/16/19 18:52,Why Adherence to Treatment is Important for Cystic Fibrosis Patients,,inherit,closed,closed,,202-autosave-v1,,,8/16/19 14:52,8/16/19 18:52,,202,https://cystic-fibrosis.com/uncategorized/202-autosave-v1/,0,revision,,0,NULL,cf
204,39,8/1/19 22:12,8/2/19 2:12,Patients and Caregivers: Coping with Cystic Fibrosis,,publish,closed,closed,,coping,,,8/16/19 14:48,8/16/19 18:48,,109,https://cystic-fibrosis.com/?page_id=204,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
205,35,8/16/19 14:48,8/16/19 18:48,Patients and Caregivers: Coping with Cystic Fibrosis,,inherit,closed,closed,,204-autosave-v1,,,8/16/19 14:48,8/16/19 18:48,,204,https://cystic-fibrosis.com/uncategorized/204-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
206,39,8/2/19 18:59,8/2/19 22:59,Getting Married and Starting a Family with Cystic Fibrosis,,publish,closed,closed,,marriage-pregnancy,,,8/16/19 14:55,8/16/19 18:55,,0,https://cystic-fibrosis.com/?page_id=206,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
207,35,8/16/19 14:54,8/16/19 18:54,Getting Married and Starting a Family with Cystic Fibrosis,,inherit,closed,closed,,206-autosave-v1,,,8/16/19 14:54,8/16/19 18:54,,206,https://cystic-fibrosis.com/uncategorized/206-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
208,39,8/2/19 18:58,8/2/19 22:58,Tips for Working with Cystic Fibrosis,,publish,closed,closed,,working,,,8/16/19 14:59,8/16/19 18:59,,0,https://cystic-fibrosis.com/?page_id=208,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
209,35,8/16/19 14:58,8/16/19 18:58,Tips for Working with Cystic Fibrosis,,inherit,closed,closed,,208-autosave-v1,,,8/16/19 14:58,8/16/19 18:58,,208,https://cystic-fibrosis.com/uncategorized/208-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
210,39,8/2/19 18:56,8/2/19 22:56,"Relationships, Sex and Intimacy Considerations with Cystic Fibrosis",,publish,closed,closed,,sex-intimacy,,,8/16/19 15:01,8/16/19 19:01,,0,https://cystic-fibrosis.com/?page_id=210,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
211,35,8/16/19 15:01,8/16/19 19:01,"Relationships, Sex and Intimacy Considerations with Cystic Fibrosis",,inherit,closed,closed,,210-autosave-v1,,,8/16/19 15:01,8/16/19 19:01,,210,https://cystic-fibrosis.com/uncategorized/210-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
212,39,8/1/19 23:06,8/2/19 3:06,How Does Drinking Alcohol Impact Cystic Fibrosis?,,publish,closed,closed,,drinking-alcohol,,,8/16/19 15:03,8/16/19 19:03,,0,https://cystic-fibrosis.com/?page_id=212,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
213,35,8/16/19 15:02,8/16/19 19:02,How Does Drinking Alcohol Impact Cystic Fibrosis?,,inherit,closed,closed,,212-autosave-v1,,,8/16/19 15:02,8/16/19 19:02,,212,https://cystic-fibrosis.com/uncategorized/212-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
214,39,8/2/19 18:54,8/2/19 22:54,How Does Smoking & Secondhand Smoke Impact People With Cystic Fibrosis?,,publish,closed,closed,,smoking-vs-secondhand-smoke,,,8/16/19 15:23,8/16/19 19:23,,0,https://cystic-fibrosis.com/?page_id=214,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
215,35,8/16/19 15:21,8/16/19 19:21,How Does Smoking & Secondhand Smoke Impact People With Cystic Fibrosis?,,inherit,closed,closed,,214-autosave-v1,,,8/16/19 15:21,8/16/19 19:21,,214,https://cystic-fibrosis.com/uncategorized/214-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
216,39,8/2/19 18:54,8/2/19 22:54,Can Children With Cystic Fibrosis go To Sleepovers or Sleep-Away Camps?,,publish,closed,closed,,sleepovers,,,8/19/19 11:15,8/19/19 15:15,,109,https://cystic-fibrosis.com/?page_id=216,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
217,39,8/1/19 23:40,8/2/19 3:40,Considerations for Attending College with Cystic Fibrosis,,publish,closed,closed,,attending-college,,,8/16/19 19:26,8/16/19 23:26,,0,https://cystic-fibrosis.com/?page_id=217,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
218,35,8/16/19 19:25,8/16/19 23:25,Considerations for Attending College with Cystic Fibrosis,,inherit,closed,closed,,217-autosave-v1,,,8/16/19 19:25,8/16/19 23:25,,217,https://cystic-fibrosis.com/uncategorized/217-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
219,39,8/16/19 19:31,8/16/19 23:31,Your Life Living with Cystic Fibrosis,,publish,closed,closed,,living-coping,,,8/16/19 19:31,8/16/19 23:31,,0,https://cystic-fibrosis.com/?page_id=219,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
220,35,8/16/19 19:30,8/16/19 23:30,Your Life Living with Cystic Fibrosis,,inherit,closed,closed,,219-autosave-v1,,,8/16/19 19:30,8/16/19 23:30,,219,https://cystic-fibrosis.com/uncategorized/219-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
221,39,8/2/19 18:53,8/2/19 22:53,Teaching Self-Management Skills to Children with Cystic Fibrosis,,publish,closed,closed,,teach-self-management,,,8/16/19 19:35,8/16/19 23:35,,109,https://cystic-fibrosis.com/?page_id=221,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
222,39,8/2/19 18:52,8/2/19 22:52,Caring for the Siblings of Kids With Cystic Fibrosis,,publish,closed,closed,,siblings,,,8/16/19 19:39,8/16/19 23:39,,109,https://cystic-fibrosis.com/?page_id=222,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
223,35,8/16/19 19:36,8/16/19 23:36,Caring for the Siblings of Kids With Cystic Fibrosis,,inherit,closed,closed,,222-autosave-v1,,,8/16/19 19:36,8/16/19 23:36,,222,https://cystic-fibrosis.com/uncategorized/222-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
224,39,8/2/19 18:51,8/2/19 22:51,Working with Your Childâ€™s Daycare and School,,publish,closed,closed,,school-daycare-planning,,,8/19/19 10:59,8/19/19 14:59,,109,https://cystic-fibrosis.com/?page_id=224,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
225,35,8/16/19 19:42,8/16/19 23:42,Working with Your Childâ€™s Daycare and School,,inherit,closed,closed,,224-autosave-v1,,,8/16/19 19:42,8/16/19 23:42,,224,https://cystic-fibrosis.com/uncategorized/224-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
226,39,8/2/19 11:36,8/2/19 15:36,Transitioning Care for 18-25 Years Olds with Cystic Fibrosis,,publish,closed,closed,,transitioning-care-young-adults,,,8/16/19 19:55,8/16/19 23:55,,0,https://cystic-fibrosis.com/?page_id=226,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
227,35,8/16/19 19:54,8/16/19 23:54,Transitioning Care for 18-25 Years Olds with Cystic Fibrosis,,inherit,closed,closed,,226-autosave-v1,,,8/16/19 19:54,8/16/19 23:54,,226,https://cystic-fibrosis.com/uncategorized/226-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
228,39,8/2/19 11:24,8/2/19 15:24,Transitioning Care for 13-17 Years Olds with Cystic Fibrosis,,publish,closed,closed,,transition-care-teens,,,8/16/19 20:02,8/17/19 0:02,,0,https://cystic-fibrosis.com/?page_id=228,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
230,35,8/2/19 11:15,,Auto Draft,,auto-draft,closed,closed,,,,,8/2/19 11:15,,,0,https://cystic-fibrosis.com/?page_id=230,0,page,,0,NULL,cf
231,39,8/2/19 11:22,8/2/19 15:22,Transitioning Care for 8-12 Years Olds with Cystic Fibrosis,,publish,closed,closed,,transition-care-children,,,8/16/19 20:09,8/17/19 0:09,,0,https://cystic-fibrosis.com/?page_id=231,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\""""",cf
