ID,post_author,post_date,post_date_gmt,post_title,post_excerpt,post_status,comment_status,ping_status,post_password,post_name,to_ping,pinged,post_modified,post_modified_gmt,post_content_filtered,post_parent,guid,menu_order,post_type,post_mime_type,comment_count,lead_gen_params,lead_gen_position,PREFIX
332,7,2/18/19 15:31,,Auto Draft,,auto-draft,closed,closed,,,,,2/18/19 15:31,,,0,https://maculardegeneration.net/?post_type=forum&p=332,0,forum,,0,NULL,NULL,macd
333,7,2/18/19 15:54,2/18/19 20:54,Welcome and Announcements,,trash,closed,closed,,__trashed,,,2/18/19 15:54,2/18/19 20:54,,0,https://maculardegeneration.net/?post_type=topic&#038;p=333,0,topic,,0,NULL,NULL,macd
334,7,2/18/19 15:36,2/18/19 20:36,Welcome and Announcements,,publish,open,open,,welcome-and-announcements,,,3/12/19 14:27,3/12/19 18:27,,0,https://maculardegeneration.net/?post_type=forum&#038;p=334,0,forum,,0,NULL,NULL,macd
335,7,2/18/19 15:43,2/18/19 20:43,Welcome and Announcements,,inherit,closed,closed,,334-autosave-v1,,,2/18/19 15:43,2/18/19 20:43,,334,https://maculardegeneration.net/uncategorized/334-autosave-v1/,0,revision,,0,NULL,NULL,macd
336,7,2/18/19 15:48,2/18/19 20:48,Welcome! Please introduce yourself,,publish,closed,open,,welcome-please-introduce-yourself,,,3/12/19 14:25,3/12/19 18:25,,334,https://maculardegeneration.net/topic/welcome-please-introduce-yourself/,0,topic,,0,NULL,NULL,macd
337,7,2/18/19 15:49,2/18/19 20:49,General Discussions,,publish,closed,open,,general-discussions,,,2/18/19 15:51,2/18/19 20:51,,0,https://maculardegeneration.net/?post_type=forum&#038;p=337,0,forum,,0,NULL,NULL,macd
338,7,2/18/19 15:53,2/18/19 20:53,What types of articles would you like to see more of on our site?,,publish,closed,open,,what-type-of-articles-would-you-like-to-see-more-of-on-our-site,,,3/12/19 14:41,3/12/19 18:41,,337,https://maculardegeneration.net/topic/what-type-of-articles-would-you-like-to-see-more-of-on-our-site/,0,topic,,0,NULL,NULL,macd
341,7,2/18/19 15:59,2/18/19 20:59,Treatments,,publish,open,open,,treatments,,,3/12/19 14:31,3/12/19 18:31,,0,https://maculardegeneration.net/?post_type=forum&#038;p=341,0,forum,,0,NULL,NULL,macd
342,7,2/18/19 16:02,2/18/19 21:02,Complementary and Alternative Treatments,,publish,closed,open,,complementary-and-alternative-treatments,,,3/12/19 14:17,3/12/19 18:17,,341,https://maculardegeneration.net/topic/complementary-and-alternative-treatments/,0,topic,,0,NULL,NULL,macd
343,27,2/25/19 9:10,2/25/19 14:10,Habits for Healthy Eyes,,publish,closed,closed,,eye-health-tips,,,3/15/19 14:42,3/15/19 18:42,,0,https://maculardegeneration.net/?page_id=343,0,page,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9761,macd
344,7,2/18/19 16:06,2/18/19 21:06,Coping with Vision Loss,,publish,closed,open,,coping-with-vision-loss,,,3/12/19 14:44,3/12/19 18:44,,337,https://maculardegeneration.net/topic/coping-with-vision-loss/,0,topic,,0,NULL,NULL,macd
345,7,2/18/19 16:10,2/18/19 21:10,Stargardt Discussion Board,,publish,closed,open,,stargardt-discussion-board,,,3/12/19 14:46,3/12/19 18:46,,337,https://maculardegeneration.net/topic/stargardt-discussion-board/,0,topic,,0,NULL,NULL,macd
346,7,2/18/19 16:12,2/18/19 21:12,Myopic Macular Degeneration Discussion Board,,publish,closed,open,,myopic-macular-degeneration-discussion-board,,,3/12/19 14:38,3/12/19 18:38,,337,https://maculardegeneration.net/topic/myopic-macular-degeneration-discussion-board/,0,topic,,0,NULL,NULL,macd
347,6,3/11/19 12:40,3/11/19 16:40,Habits for Healthy Eyes,,inherit,closed,closed,,343-autosave-v1,,,3/11/19 12:40,3/11/19 16:40,,343,https://maculardegeneration.net/uncategorized/343-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.976,macd
348,7,2/18/19 16:14,2/18/19 21:14,Dry AMD Discussion Board,,publish,closed,open,,dry-amd-discussion-board,,,6/13/19 7:33,6/13/19 11:33,,337,https://maculardegeneration.net/topic/dry-amd-discussion-board/,0,topic,,0,NULL,NULL,macd
349,7,2/18/19 16:15,2/18/19 21:15,Wet AMD Discussion Board,,publish,closed,open,,wet-amd-discussion-board,,,3/12/19 14:12,3/12/19 18:12,,337,https://maculardegeneration.net/topic/wet-amd-discussion-board/,0,topic,,0,NULL,NULL,macd
350,7,3/13/19 11:34,3/13/19 15:34,What is Avastinå¨ (bevacizumab)?,,inherit,closed,closed,,152-autosave-v1,,,3/13/19 11:34,3/13/19 15:34,,152,https://maculardegeneration.net/uncategorized/152-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9756,macd
351,7,3/14/19 14:56,3/14/19 18:56,Photodynamic Therapy with Visudyneå¨ (Verteporfin),,inherit,closed,closed,,154-autosave-v1,,,3/14/19 14:56,3/14/19 18:56,,154,https://maculardegeneration.net/uncategorized/154-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9752,macd
352,7,3/13/19 11:21,3/13/19 15:21,What is Laser Photocoagulation?,,inherit,closed,closed,,155-autosave-v1,,,3/13/19 11:21,3/13/19 15:21,,155,https://maculardegeneration.net/uncategorized/155-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9763,macd
353,6,3/12/19 9:15,3/12/19 13:15,Vision Tests: Visual Acuity Test and Amsler Grid,,inherit,closed,closed,,114-autosave-v1,,,3/12/19 9:15,3/12/19 13:15,,114,https://maculardegeneration.net/uncategorized/114-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.979,macd
354,6,2/21/19 7:41,2/21/19 12:41,Vision Tests,,publish,closed,closed,,vision-tests,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=354,50,nav_menu_item,,0,NULL,NULL,macd
355,6,2/21/19 7:45,2/21/19 12:45,,,publish,closed,closed,,355,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=355,34,nav_menu_item,,0,NULL,NULL,macd
356,6,2/21/19 9:16,2/21/19 14:16,,,publish,closed,closed,,356,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=356,33,nav_menu_item,,0,NULL,NULL,macd
357,6,2/21/19 9:16,2/21/19 14:16,Depression,,publish,closed,closed,,depression,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=357,41,nav_menu_item,,0,NULL,NULL,macd
358,6,2/21/19 9:19,2/21/19 14:19,,,publish,closed,closed,,358,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=358,36,nav_menu_item,,0,NULL,NULL,macd
359,6,2/21/19 9:25,2/21/19 14:25,,,publish,closed,closed,,359,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=359,35,nav_menu_item,,0,NULL,NULL,macd
360,6,2/21/19 9:25,2/21/19 14:25,Risk Factors,,publish,closed,closed,,360,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=360,25,nav_menu_item,,0,NULL,NULL,macd
361,6,2/21/19 9:33,2/21/19 14:33,,,publish,closed,closed,,361,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=361,37,nav_menu_item,,0,NULL,NULL,macd
362,6,2/21/19 9:35,2/21/19 14:35,Anti-VEGF Therapy,,publish,closed,closed,,anti-vegf-therapy,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=362,68,nav_menu_item,,0,NULL,NULL,macd
363,6,2/21/19 9:42,2/21/19 14:42,Optical Coherence Tomography,,publish,closed,closed,,optical-coherence-tomography,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=363,51,nav_menu_item,,0,NULL,NULL,macd
364,6,2/21/19 9:46,2/21/19 14:46,Laser Surgery,,publish,closed,closed,,laser-surgery,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=364,72,nav_menu_item,,0,NULL,NULL,macd
365,6,2/21/19 9:47,2/21/19 14:47,Laser Photocoagulation,,publish,closed,closed,,laser-photocoagulation,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=365,74,nav_menu_item,,0,NULL,NULL,macd
366,6,3/12/19 12:05,3/12/19 16:05,What is Avastinå¨ (bevacizumab)?,,inherit,closed,closed,,152-autosave-v1,,,3/12/19 12:05,3/12/19 16:05,,152,https://maculardegeneration.net/uncategorized/152-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9756,macd
367,6,2/21/19 9:52,2/21/19 14:52,,,publish,closed,closed,,367,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=367,73,nav_menu_item,,0,NULL,NULL,macd
368,6,2/21/19 9:54,2/21/19 14:54,Lucentiså¨ (ranibizumab),,publish,closed,closed,,lucentis-ranibizumab,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=368,69,nav_menu_item,,0,NULL,NULL,macd
369,6,2/21/19 9:54,2/21/19 14:54,Eyleaå¨ (aflibercept),,publish,closed,closed,,eylea-aflibercept,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=369,70,nav_menu_item,,0,NULL,NULL,macd
370,6,2/21/19 9:54,2/21/19 14:54,Avastinå¨ (bevacizumab),,publish,closed,closed,,avastin-bevacizumab,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=370,71,nav_menu_item,,0,NULL,NULL,macd
371,32,6/22/19 8:08,6/22/19 12:08,Eccentric Viewing,,publish,open,closed,,eccentric-viewing,,,6/22/19 8:08,6/22/19 12:08,,0,https://maculardegeneration.net/?p=371,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9711,macd
372,32,6/24/19 16:43,6/24/19 20:43,My Coping Strategy for Vision Loss,,publish,open,closed,,vision-loss-coping-strategy,,,6/24/19 16:43,6/24/19 20:43,,0,https://maculardegeneration.net/?p=372,0,post,,2," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9685,macd
375,6,3/1/19 12:36,3/1/19 17:36,What is Stargardt Disease?,,inherit,closed,closed,,110-autosave-v1,,,3/1/19 12:36,3/1/19 17:36,,110,https://maculardegeneration.net/uncategorized/110-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.981,macd
376,6,3/1/19 13:14,3/1/19 18:14,What is Myopic Macular Degeneration?,,inherit,closed,closed,,126-autosave-v1,,,3/1/19 13:14,3/1/19 18:14,,126,https://maculardegeneration.net/uncategorized/126-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9785,macd
377,6,2/25/19 10:02,2/25/19 15:02,Is There a Cure for Macular Degeneration?,,inherit,closed,closed,,162-autosave-v1,,,2/25/19 10:02,2/25/19 15:02,,162,https://maculardegeneration.net/uncategorized/162-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9727,macd
378,12,2/22/19 16:36,2/22/19 21:36,AREDS and AREDS2 Supplements for Macular Degeneration,,inherit,closed,closed,,112-autosave-v1,,,2/22/19 16:36,2/22/19 21:36,,112,https://maculardegeneration.net/uncategorized/112-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9798,macd
379,6,2/25/19 9:12,2/25/19 14:12,Stargardt Disease,,publish,closed,closed,,stargardt-disease,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=379,23,nav_menu_item,,0,NULL,NULL,macd
380,6,2/25/19 9:16,2/25/19 14:16,Myopic Macular Degeneration (MMD),,publish,closed,closed,,myopic-macular-degeneration-mmd,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=380,24,nav_menu_item,,0,NULL,NULL,macd
387,6,4/5/19 12:10,4/5/19 16:10,Legally Blind: What Does it Mean?,,inherit,closed,closed,,131-autosave-v1,,,4/5/19 12:10,4/5/19 16:10,,131,https://maculardegeneration.net/uncategorized/131-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9771,macd
388,6,5/10/19 15:17,5/10/19 19:17,Glossary - Macular Degeneration Terms,,inherit,closed,closed,,132-autosave-v1,,,5/10/19 15:17,5/10/19 19:17,,132,https://maculardegeneration.net/uncategorized/132-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9901,macd
392,6,2/25/19 13:34,2/25/19 18:34,Treatment,,publish,closed,closed,,392,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=392,58,nav_menu_item,,0,NULL,NULL,macd
394,6,4/15/19 10:17,4/15/19 14:17,Eye Injections: What to Expect,,inherit,closed,closed,,168-autosave-v1,,,4/15/19 10:17,4/15/19 14:17,,168,https://maculardegeneration.net/uncategorized/168-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.981,macd
395,7,3/13/19 11:24,3/13/19 15:24,What is Fundus Photography?,,inherit,closed,closed,,141-autosave-v1,,,3/13/19 11:24,3/13/19 15:24,,141,https://maculardegeneration.net/uncategorized/141-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9729,macd
396,6,3/11/19 10:19,3/11/19 14:19,Reading Alternatives and Aids,,inherit,closed,closed,,167-autosave-v1,,,3/11/19 10:19,3/11/19 14:19,,167,https://maculardegeneration.net/uncategorized/167-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9737,macd
397,6,2/25/19 14:48,2/25/19 19:48,Caring for Someone with Macular Degeneration,,inherit,closed,closed,,169-autosave-v1,,,2/25/19 14:48,2/25/19 19:48,,169,https://maculardegeneration.net/uncategorized/169-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.972,macd
398,7,2/25/19 14:31,2/25/19 19:31,Surgery,,inherit,closed,closed,,156-autosave-v1,,,2/25/19 14:31,2/25/19 19:31,,156,https://maculardegeneration.net/uncategorized/156-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9727,macd
399,22,2/25/19 14:48,2/25/19 19:48,Understanding Clinical Trials,,inherit,closed,closed,,306-autosave-v1,,,2/25/19 14:48,2/25/19 19:48,,306,https://maculardegeneration.net/uncategorized/306-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9715,macd
400,6,3/11/19 11:17,3/11/19 15:17,Genetic Testing for Macular Degeneration,,inherit,closed,closed,,142-autosave-v1,,,3/11/19 11:17,3/11/19 15:17,,142,https://maculardegeneration.net/uncategorized/142-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9759,macd
401,7,4/19/19 17:01,4/19/19 21:01,What Are Investigational Therapies?,,inherit,closed,closed,,163-autosave-v1,,,4/19/19 17:01,4/19/19 21:01,,163,https://maculardegeneration.net/uncategorized/163-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9813,macd
402,7,2/25/19 16:53,2/25/19 21:53,Coping with Vision Loss,,inherit,closed,closed,,165-autosave-v1,,,2/25/19 16:53,2/25/19 21:53,,165,https://maculardegeneration.net/uncategorized/165-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9769,macd
404,7,2/25/19 17:37,2/25/19 22:37,Review of Research and Recommendations,,inherit,closed,closed,,164-autosave-v1,,,2/25/19 17:37,2/25/19 22:37,,164,https://maculardegeneration.net/uncategorized/164-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9726,macd
405,7,2/25/19 17:54,2/25/19 22:54,Diet and Nutrition,,inherit,closed,closed,,147-autosave-v1,,,2/25/19 17:54,2/25/19 22:54,,147,https://maculardegeneration.net/uncategorized/147-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9744,macd
406,6,3/4/19 10:39,3/4/19 15:39,What Lifestyle Changes Can I Make?,,inherit,closed,closed,,145-autosave-v1,,,3/4/19 10:39,3/4/19 15:39,,145,https://maculardegeneration.net/uncategorized/145-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9843,macd
407,6,2/26/19 12:19,2/26/19 17:19,Angiography,,inherit,closed,closed,,140-autosave-v1,,,2/26/19 12:19,2/26/19 17:19,,140,https://maculardegeneration.net/uncategorized/140-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9741,macd
408,26,2/26/19 12:03,2/26/19 17:03,image,,inherit,open,closed,,image,,,2/26/19 12:03,2/26/19 17:03,,185,/wp-content/uploads/2019/02/image.png,0,attachment,image/png,0,NULL,NULL,macd
410,6,3/13/19 14:02,3/13/19 18:02,How Do Eyes Work?,,inherit,closed,closed,,116-autosave-v1,,,3/13/19 14:02,3/13/19 18:02,,116,https://maculardegeneration.net/uncategorized/116-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9724,macd
411,32,6/28/19 11:28,6/28/19 15:28,The Resources That Kept Me in My Mojo,,publish,open,closed,,resources-work,,,6/28/19 11:28,6/28/19 15:28,,0,https://maculardegeneration.net/?p=411,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9706,macd
412,32,6/30/19 8:15,6/30/19 12:15,"\The Letter:\"" How I Adjusted to Life with Vision Loss""",,publish,open,closed,,adjusting-vision-loss,,,6/30/19 8:15,6/30/19 12:15,,0,https://maculardegeneration.net/?p=412,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.97,macd
413,32,7/9/19 16:32,7/9/19 20:32,"Many, Many Magnifications",,publish,open,closed,,magnification,,,7/9/19 16:32,7/9/19 20:32,,0,https://maculardegeneration.net/?p=413,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9688,macd
414,27,2/27/19 9:09,2/27/19 14:09,Katie Berrill,,publish,closed,closed,,katie-berrill,,,7/17/19 14:51,7/17/19 18:51,,62,https://maculardegeneration.net/?page_id=414,0,page,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9281,macd
415,26,2/27/19 9:08,,Auto Draft,,auto-draft,closed,closed,,,,,2/27/19 9:08,,,0,https://maculardegeneration.net/?page_id=415,0,page,,0,NULL,NULL,macd
416,26,2/27/19 9:08,2/27/19 14:08,Katie Berrill,,inherit,open,closed,,katie-berrill,,,2/27/19 9:08,2/27/19 14:08,,414,/wp-content/uploads/2019/02/Katie-Berrill.jpeg,0,attachment,image/jpeg,0,NULL,NULL,macd
418,6,2/27/19 9:14,2/27/19 14:14,Investigational Therapies,,publish,closed,closed,,investigational-therapies,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=418,83,nav_menu_item,,0,NULL,NULL,macd
419,6,2/27/19 9:14,2/27/19 14:14,Genetic Testing,,publish,closed,closed,,genetic-testing,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=419,57,nav_menu_item,,0,NULL,NULL,macd
420,6,2/27/19 9:14,2/27/19 14:14,Caring for Someone with MD,,publish,closed,closed,,caring-for-someone-with-md,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=420,90,nav_menu_item,,0,NULL,NULL,macd
421,6,2/27/19 9:14,2/27/19 14:14,Surgery,,publish,closed,closed,,surgery,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=421,75,nav_menu_item,,0,NULL,NULL,macd
422,6,2/27/19 9:14,2/27/19 14:14,,,publish,closed,closed,,422,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=422,88,nav_menu_item,,0,NULL,NULL,macd
423,6,2/27/19 9:14,2/27/19 14:14,,,publish,closed,closed,,423,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=423,89,nav_menu_item,,0,NULL,NULL,macd
424,6,2/27/19 9:14,2/27/19 14:14,Fundus Photography,,publish,closed,closed,,fundus-photography,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=424,55,nav_menu_item,,0,NULL,NULL,macd
425,6,2/27/19 9:14,2/27/19 14:14,Fluorescein Angiography,,publish,closed,closed,,fluorescein-angiography,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=425,53,nav_menu_item,,0,NULL,NULL,macd
426,6,2/27/19 9:14,2/27/19 14:14,What Does Legally Blind Mean?,,publish,closed,closed,,426,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=426,29,nav_menu_item,,0,NULL,NULL,macd
427,6,2/27/19 9:14,2/27/19 14:14,Glossary,,publish,closed,closed,,glossary,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=427,30,nav_menu_item,,0,NULL,NULL,macd
428,6,2/27/19 9:14,2/27/19 14:14,Is There a Cure?,,publish,closed,closed,,is-there-a-cure,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=428,82,nav_menu_item,,0,NULL,NULL,macd
429,26,2/27/19 9:19,2/27/19 14:19,,,publish,closed,closed,,429,,,6/10/19 10:36,6/10/19 14:36,,62,https://maculardegeneration.net/?p=429,10,nav_menu_item,,0,NULL,NULL,macd
430,37,2/27/19 10:14,,Auto Draft,,auto-draft,open,closed,,,,,2/27/19 10:14,,,0,https://maculardegeneration.net/?p=430,0,post,,0,NULL,NULL,macd
431,34,5/4/19 7:17,5/4/19 11:17,Why ME?,,publish,open,closed,,why-me,,,5/4/19 7:27,5/4/19 11:27,,0,https://maculardegeneration.net/?p=431,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9712,macd
432,6,2/27/19 14:17,2/27/19 19:17,Assistive Devices,,publish,closed,closed,,assistive-devices,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=432,80,nav_menu_item,,0,NULL,NULL,macd
433,6,3/11/19 11:08,3/11/19 15:08,What is Macular Degeneration?,,inherit,closed,closed,,121-autosave-v1,,,3/11/19 11:08,3/11/19 15:08,,121,https://maculardegeneration.net/uncategorized/121-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9853,macd
434,34,7/23/19 11:55,7/23/19 15:55,The Caregiver Blues,,publish,open,closed,,self-care,,,7/30/19 8:06,7/30/19 12:06,,0,https://maculardegeneration.net/?p=434,0,post,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9769,macd
435,6,2/27/19 15:14,2/27/19 20:14,Basics,,publish,closed,closed,,basics,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=435,18,nav_menu_item,,0,NULL,NULL,macd
436,6,2/28/19 7:21,2/28/19 12:21,Macular Degeneration Research,,inherit,closed,closed,,124-autosave-v1,,,2/28/19 7:21,2/28/19 12:21,,124,https://maculardegeneration.net/uncategorized/124-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9671,macd
437,6,2/28/19 7:22,2/28/19 12:22,Research,,publish,closed,closed,,research,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=437,81,nav_menu_item,,0,NULL,NULL,macd
438,6,2/28/19 7:58,2/28/19 12:58,Living with MD,,publish,closed,closed,,438,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=438,85,nav_menu_item,,0,NULL,NULL,macd
439,6,2/28/19 8:01,2/28/19 13:01,Coping with Vision Loss,,inherit,closed,closed,,165-autosave-v1,,,2/28/19 8:01,2/28/19 13:01,,165,https://maculardegeneration.net/uncategorized/165-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""shortcode\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9768,macd
440,6,2/28/19 8:05,2/28/19 13:05,,,publish,closed,closed,,440,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=440,86,nav_menu_item,,0,NULL,NULL,macd
441,6,3/11/19 13:12,3/11/19 17:12,Maintaining Eye Health,,inherit,closed,closed,,146-autosave-v1,,,3/11/19 13:12,3/11/19 17:12,,146,https://maculardegeneration.net/uncategorized/146-autosave-v1/,0,revision,,0," showIfLoggedIn=\0\"" campaign=\""short-code\"" source=\""site\"" title=\""Sign up for emails from {{site-name}}:\""""",0.9809,macd
443,6,2/28/19 9:05,2/28/19 14:05,Lifestyle Changes,,publish,closed,closed,,lifestyle-changes,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=443,63,nav_menu_item,,0,NULL,NULL,macd
444,6,2/28/19 9:05,2/28/19 14:05,,,publish,closed,closed,,444,,,6/10/19 10:36,6/10/19 14:36,,0,https://maculardegeneration.net/?p=444,64,nav_menu_item,,0,NULL,NULL,macd
